level1	level2	level3	Name	gene_family
Metabolism	Carbohydrate metabolism	Galactose metabolism	N-acetylgalactosamine PTS system EIIC component	K02746
BRITE	signaling and cellular processes	Transporters	N-acetylgalactosamine PTS system EIID component	K02747
Environmental Information Processing	Membrane transport	Phosphotransferase system (PTS)	N-acetylgalactosamine PTS system EIID component	K02747
Metabolism	Carbohydrate metabolism	Galactose metabolism	N-acetylgalactosamine PTS system EIID component	K02747
BRITE	signaling and cellular processes	Transporters	alpha-glucoside PTS system EIICB component [EC:2.7.1.208 2.7.1.-]	K02750
Environmental Information Processing	Membrane transport	Phosphotransferase system (PTS)	alpha-glucoside PTS system EIICB component [EC:2.7.1.208 2.7.1.-]	K02750
Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism	alpha-glucoside PTS system EIICB component [EC:2.7.1.208 2.7.1.-]	K02750
BRITE	signaling and cellular processes	Transporters	beta-glucoside (arbutin/salicin/cellobiose) PTS system EIICB component [EC:2.7.1.-]	K02753
Environmental Information Processing	Membrane transport	Phosphotransferase system (PTS)	beta-glucoside (arbutin/salicin/cellobiose) PTS system EIICB component [EC:2.7.1.-]	K02753
Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis	beta-glucoside (arbutin/salicin/cellobiose) PTS system EIICB component [EC:2.7.1.-]	K02753
BRITE	signaling and cellular processes	Transporters	beta-glucoside PTS system EIIA component [EC:2.7.1.-]	K02755
Removed Ortholog	NA	NA	PTS system, beta-glucoside-specific IIB component [EC:2.7.1.-]	K02756
BRITE	signaling and cellular processes	Transporters	beta-glucoside PTS system EIICBA component [EC:2.7.1.-]	K02757
Environmental Information Processing	Membrane transport	Phosphotransferase system (PTS)	beta-glucoside PTS system EIICBA component [EC:2.7.1.-]	K02757
BRITE	signaling and cellular processes	Transporters	cellobiose PTS system EIIA component [EC:2.7.1.196 2.7.1.205]	K02759
Environmental Information Processing	Membrane transport	Phosphotransferase system (PTS)	cellobiose PTS system EIIA component [EC:2.7.1.196 2.7.1.205]	K02759
Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism	cellobiose PTS system EIIA component [EC:2.7.1.196 2.7.1.205]	K02759
BRITE	signaling and cellular processes	Transporters	cellobiose PTS system EIIB component [EC:2.7.1.196 2.7.1.205]	K02760
Environmental Information Processing	Membrane transport	Phosphotransferase system (PTS)	cellobiose PTS system EIIB component [EC:2.7.1.196 2.7.1.205]	K02760
Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism	cellobiose PTS system EIIB component [EC:2.7.1.196 2.7.1.205]	K02760
BRITE	signaling and cellular processes	Transporters	cellobiose PTS system EIIC component	K02761
Environmental Information Processing	Membrane transport	Phosphotransferase system (PTS)	cellobiose PTS system EIIC component	K02761
Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism	cellobiose PTS system EIIC component	K02761
Removed Ortholog	NA	NA	PTS system, D-glucosamine-specific IIA component [EC:2.7.1.-]	K02763
BRITE	signaling and cellular processes	Transporters	D-glucosamine PTS system EIICBA component [EC:2.7.1.-]	K02765
Environmental Information Processing	Membrane transport	Phosphotransferase system (PTS)	D-glucosamine PTS system EIICBA component [EC:2.7.1.-]	K02765
Metabolism	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism	D-glucosamine PTS system EIICBA component [EC:2.7.1.-]	K02765
BRITE	signaling and cellular processes	Transporters	fructose PTS system EIIA component [EC:2.7.1.202]	K02768
Environmental Information Processing	Membrane transport	Phosphotransferase system (PTS)	fructose PTS system EIIA component [EC:2.7.1.202]	K02768
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	fructose PTS system EIIA component [EC:2.7.1.202]	K02768
BRITE	signaling and cellular processes	Transporters	fructose PTS system EIIB component [EC:2.7.1.202]	K02769
Environmental Information Processing	Membrane transport	Phosphotransferase system (PTS)	fructose PTS system EIIB component [EC:2.7.1.202]	K02769
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	fructose PTS system EIIB component [EC:2.7.1.202]	K02769
BRITE	signaling and cellular processes	Transporters	fructose PTS system EIIBC or EIIC component [EC:2.7.1.202]	K02770
Environmental Information Processing	Membrane transport	Phosphotransferase system (PTS)	fructose PTS system EIIBC or EIIC component [EC:2.7.1.202]	K02770
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	fructose PTS system EIIBC or EIIC component [EC:2.7.1.202]	K02770
BRITE	signaling and cellular processes	Transporters	fructose PTS system EIID component	K02771
Environmental Information Processing	Membrane transport	Phosphotransferase system (PTS)	fructose PTS system EIID component	K02771
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	fructose PTS system EIID component	K02771
BRITE	signaling and cellular processes	Transporters	galactitol PTS system EIIA component [EC:2.7.1.200]	K02773
Environmental Information Processing	Membrane transport	Phosphotransferase system (PTS)	galactitol PTS system EIIA component [EC:2.7.1.200]	K02773
Metabolism	Carbohydrate metabolism	Galactose metabolism	galactitol PTS system EIIA component [EC:2.7.1.200]	K02773
BRITE	signaling and cellular processes	Transporters	galactitol PTS system EIIB component [EC:2.7.1.200]	K02774
Environmental Information Processing	Membrane transport	Phosphotransferase system (PTS)	galactitol PTS system EIIB component [EC:2.7.1.200]	K02774
Metabolism	Carbohydrate metabolism	Galactose metabolism	galactitol PTS system EIIB component [EC:2.7.1.200]	K02774
BRITE	signaling and cellular processes	Transporters	galactitol PTS system EIIC component	K02775
Environmental Information Processing	Membrane transport	Phosphotransferase system (PTS)	galactitol PTS system EIIC component	K02775
Metabolism	Carbohydrate metabolism	Galactose metabolism	galactitol PTS system EIIC component	K02775
BRITE	signaling and cellular processes	Transporters	sugar PTS system EIIA component [EC:2.7.1.-]	K02777
Cellular Processes	Cellular community - prokaryotes	Biofilm formation - Escherichia coli; Biofilm formation - Vibrio cholerae	sugar PTS system EIIA component [EC:2.7.1.-]	K02777
Environmental Information Processing	Membrane transport	Phosphotransferase system (PTS)	sugar PTS system EIIA component [EC:2.7.1.-]	K02777
Metabolism	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism; Glycolysis / Gluconeogenesis; Starch and sucrose metabolism	sugar PTS system EIIA component [EC:2.7.1.-]	K02777
BRITE	signaling and cellular processes	Transporters	glucose PTS system EIIB component [EC:2.7.1.199]	K02778
BRITE	signaling and cellular processes	Transporters	glucose PTS system EIICB or EIICBA component [EC:2.7.1.199]	K02779
Cellular Processes	Cellular community - prokaryotes	Biofilm formation - Vibrio cholerae	glucose PTS system EIICB or EIICBA component [EC:2.7.1.199]	K02779
Environmental Information Processing	Membrane transport	Phosphotransferase system (PTS)	glucose PTS system EIICB or EIICBA component [EC:2.7.1.199]	K02779
Metabolism	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism; Glycolysis / Gluconeogenesis	glucose PTS system EIICB or EIICBA component [EC:2.7.1.199]	K02779
BRITE	signaling and cellular processes	Transporters	glucitol/sorbitol PTS system EIIA component [EC:2.7.1.198]	K02781
Environmental Information Processing	Membrane transport	Phosphotransferase system (PTS)	glucitol/sorbitol PTS system EIIA component [EC:2.7.1.198]	K02781
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	glucitol/sorbitol PTS system EIIA component [EC:2.7.1.198]	K02781
BRITE	signaling and cellular processes	Transporters	glucitol/sorbitol PTS system EIIB component [EC:2.7.1.198]	K02782
Environmental Information Processing	Membrane transport	Phosphotransferase system (PTS)	glucitol/sorbitol PTS system EIIB component [EC:2.7.1.198]	K02782
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	glucitol/sorbitol PTS system EIIB component [EC:2.7.1.198]	K02782
BRITE	signaling and cellular processes	Transporters	glucitol/sorbitol PTS system EIIC component	K02783
Environmental Information Processing	Membrane transport	Phosphotransferase system (PTS)	glucitol/sorbitol PTS system EIIC component	K02783
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	glucitol/sorbitol PTS system EIIC component	K02783
BRITE	signaling and cellular processes	Transporters	phosphocarrier protein HPr	K02784
Environmental Information Processing	Membrane transport	Phosphotransferase system (PTS)	phosphocarrier protein HPr	K02784
BRITE	signaling and cellular processes	Transporters	lactose PTS system EIIA component [EC:2.7.1.207]	K02786
Environmental Information Processing	Membrane transport	Phosphotransferase system (PTS)	lactose PTS system EIIA component [EC:2.7.1.207]	K02786
Metabolism	Carbohydrate metabolism	Galactose metabolism	lactose PTS system EIIA component [EC:2.7.1.207]	K02786
BRITE	signaling and cellular processes	Transporters	lactose PTS system EIICB component [EC:2.7.1.207]	K02788
Environmental Information Processing	Membrane transport	Phosphotransferase system (PTS)	lactose PTS system EIICB component [EC:2.7.1.207]	K02788
Metabolism	Carbohydrate metabolism	Galactose metabolism	lactose PTS system EIICB component [EC:2.7.1.207]	K02788
BRITE	signaling and cellular processes	Transporters	maltose/glucose PTS system EIICB component [EC:2.7.1.199 2.7.1.208]	K02791
Environmental Information Processing	Membrane transport	Phosphotransferase system (PTS)	maltose/glucose PTS system EIICB component [EC:2.7.1.199 2.7.1.208]	K02791
Metabolism	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism; Glycolysis / Gluconeogenesis; Starch and sucrose metabolism	maltose/glucose PTS system EIICB component [EC:2.7.1.199 2.7.1.208]	K02791
BRITE	signaling and cellular processes	Transporters	mannose PTS system EIIA component [EC:2.7.1.191]	K02793
Environmental Information Processing	Membrane transport	Phosphotransferase system (PTS)	mannose PTS system EIIA component [EC:2.7.1.191]	K02793
Metabolism	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism; Fructose and mannose metabolism	mannose PTS system EIIA component [EC:2.7.1.191]	K02793
BRITE	signaling and cellular processes	Transporters	mannose PTS system EIIAB component [EC:2.7.1.191]	K02794
Environmental Information Processing	Membrane transport	Phosphotransferase system (PTS)	mannose PTS system EIIAB component [EC:2.7.1.191]	K02794
Metabolism	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism; Fructose and mannose metabolism	mannose PTS system EIIAB component [EC:2.7.1.191]	K02794
BRITE	signaling and cellular processes	Transporters	mannose PTS system EIIC component	K02795
Environmental Information Processing	Membrane transport	Phosphotransferase system (PTS)	mannose PTS system EIIC component	K02795
Metabolism	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism; Fructose and mannose metabolism	mannose PTS system EIIC component	K02795
BRITE	signaling and cellular processes	Transporters	mannose PTS system EIID component	K02796
Environmental Information Processing	Membrane transport	Phosphotransferase system (PTS)	mannose PTS system EIID component	K02796
Metabolism	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism; Fructose and mannose metabolism	mannose PTS system EIID component	K02796
BRITE	signaling and cellular processes	Transporters	mannitol PTS system EIIA component [EC:2.7.1.197]	K02798
Environmental Information Processing	Membrane transport	Phosphotransferase system (PTS)	mannitol PTS system EIIA component [EC:2.7.1.197]	K02798
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	mannitol PTS system EIIA component [EC:2.7.1.197]	K02798
Removed Ortholog	NA	NA	PTS system, mannitol-specific IIB component [EC:2.7.1.197]	K02799
BRITE	signaling and cellular processes	Transporters	mannitol PTS system EIICBA or EIICB component [EC:2.7.1.197]	K02800
Environmental Information Processing	Membrane transport	Phosphotransferase system (PTS)	mannitol PTS system EIICBA or EIICB component [EC:2.7.1.197]	K02800
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	mannitol PTS system EIICBA or EIICB component [EC:2.7.1.197]	K02800
Removed Ortholog	NA	NA	PTS system, N-acetylglucosamine-specific IIA component [EC:2.7.1.193]	K02802
BRITE	signaling and cellular processes	Transporters	N-acetylglucosamine PTS system EIIB component [EC:2.7.1.193]	K02803
BRITE	signaling and cellular processes	Transporters	N-acetylglucosamine PTS system EIICBA or EIICB component [EC:2.7.1.193]	K02804
Environmental Information Processing	Membrane transport	Phosphotransferase system (PTS)	N-acetylglucosamine PTS system EIICBA or EIICB component [EC:2.7.1.193]	K02804
Metabolism	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism	N-acetylglucosamine PTS system EIICBA or EIICB component [EC:2.7.1.193]	K02804
BRITE	metabolism	Amino acid related enzymes	dTDP-4-amino-4,6-dideoxygalactose transaminase [EC:2.6.1.59]	K02805
Metabolism	Glycan biosynthesis and metabolism	O-Antigen nucleotide sugar biosynthesis	dTDP-4-amino-4,6-dideoxygalactose transaminase [EC:2.6.1.59]	K02805
BRITE	signaling and cellular processes	Transporters	nitrogen PTS system EIIA component [EC:2.7.1.-]	K02806
Environmental Information Processing	Membrane transport	Phosphotransferase system (PTS)	nitrogen PTS system EIIA component [EC:2.7.1.-]	K02806
Removed Ortholog	NA	NA	PTS system, sucrose-specific IIA component [EC:2.7.1.211]	K02808
Removed Ortholog	NA	NA	PTS system, sucrose-specific IIB component [EC:2.7.1.211]	K02809
BRITE	signaling and cellular processes	Transporters	sucrose PTS system EIIBCA or EIIBC component [EC:2.7.1.211]	K02810
Environmental Information Processing	Membrane transport	Phosphotransferase system (PTS)	sucrose PTS system EIIBCA or EIIBC component [EC:2.7.1.211]	K02810
Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism	sucrose PTS system EIIBCA or EIIBC component [EC:2.7.1.211]	K02810
BRITE	signaling and cellular processes	Transporters	sorbose PTS system EIIA component [EC:2.7.1.206]	K02812
Environmental Information Processing	Membrane transport	Phosphotransferase system (PTS)	sorbose PTS system EIIA component [EC:2.7.1.206]	K02812
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	sorbose PTS system EIIA component [EC:2.7.1.206]	K02812
BRITE	signaling and cellular processes	Transporters	sorbose PTS system EIIB component [EC:2.7.1.206]	K02813
Environmental Information Processing	Membrane transport	Phosphotransferase system (PTS)	sorbose PTS system EIIB component [EC:2.7.1.206]	K02813
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	sorbose PTS system EIIB component [EC:2.7.1.206]	K02813
BRITE	signaling and cellular processes	Transporters	sorbose PTS system EIIC component	K02814
Environmental Information Processing	Membrane transport	Phosphotransferase system (PTS)	sorbose PTS system EIIC component	K02814
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	sorbose PTS system EIIC component	K02814
BRITE	signaling and cellular processes	Transporters	sorbose PTS system EIID component	K02815
Environmental Information Processing	Membrane transport	Phosphotransferase system (PTS)	sorbose PTS system EIID component	K02815
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	sorbose PTS system EIID component	K02815
Removed Ortholog	NA	NA	PTS system, trehalose-specific IIA component [EC:2.7.1.201]	K02817
Removed Ortholog	NA	NA	PTS system, trehalose-specific IIB component [EC:2.7.1.201]	K02818
BRITE	signaling and cellular processes	Transporters	trehalose PTS system EIIBC or EIIBCA component [EC:2.7.1.201]	K02819
Environmental Information Processing	Membrane transport	Phosphotransferase system (PTS)	trehalose PTS system EIIBC or EIIBCA component [EC:2.7.1.201]	K02819
Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism	trehalose PTS system EIIBC or EIIBCA component [EC:2.7.1.201]	K02819
BRITE	signaling and cellular processes	Transporters	ascorbate PTS system EIIA or EIIAB component [EC:2.7.1.194]	K02821
Environmental Information Processing	Membrane transport	Phosphotransferase system (PTS)	ascorbate PTS system EIIA or EIIAB component [EC:2.7.1.194]	K02821
Metabolism	Carbohydrate metabolism	Ascorbate and aldarate metabolism	ascorbate PTS system EIIA or EIIAB component [EC:2.7.1.194]	K02821
BRITE	signaling and cellular processes	Transporters	ascorbate PTS system EIIB component [EC:2.7.1.194]	K02822
Environmental Information Processing	Membrane transport	Phosphotransferase system (PTS)	ascorbate PTS system EIIB component [EC:2.7.1.194]	K02822
Metabolism	Carbohydrate metabolism	Ascorbate and aldarate metabolism	ascorbate PTS system EIIB component [EC:2.7.1.194]	K02822
Metabolism	Nucleotide metabolism	Pyrimidine metabolism	dihydroorotate dehydrogenase electron transfer subunit	K02823
BRITE	signaling and cellular processes	Transporters	uracil permease	K02824
BRITE	genetic information processing	Transcription factors	pyrimidine operon attenuation protein / uracil phosphoribosyltransferase [EC:2.4.2.9]	K02825
Metabolism	Nucleotide metabolism	Pyrimidine metabolism	pyrimidine operon attenuation protein / uracil phosphoribosyltransferase [EC:2.4.2.9]	K02825
Metabolism	Energy metabolism	Oxidative phosphorylation	cytochrome aa3-600 menaquinol oxidase subunit II [EC:7.1.1.5]	K02826
Metabolism	Energy metabolism	Oxidative phosphorylation	cytochrome aa3-600 menaquinol oxidase subunit I [EC:7.1.1.5]	K02827
Metabolism	Energy metabolism	Oxidative phosphorylation	cytochrome aa3-600 menaquinol oxidase subunit III [EC:7.1.1.5]	K02828
Metabolism	Energy metabolism	Oxidative phosphorylation	cytochrome aa3-600 menaquinol oxidase subunit IV [EC:7.1.1.5]	K02829
BRITE	genetic information processing	DNA repair and recombination proteins	cell cycle checkpoint protein [EC:3.1.11.2]	K02830
Cellular Processes	Cell growth and death	Cell cycle - yeast; Cellular senescence; Meiosis - yeast	cell cycle checkpoint protein [EC:3.1.11.2]	K02830
BRITE	genetic information processing	Ribosome biogenesis	ribosome-binding factor A	K02834
BRITE	genetic information processing	Translation factors	peptide chain release factor 1	K02835
BRITE	genetic information processing	Translation factors	peptide chain release factor 2	K02836
BRITE	genetic information processing	Translation factors	peptide chain release factor 3	K02837
BRITE	genetic information processing	Translation factors	ribosome recycling factor	K02838
BRITE	genetic information processing	Translation factors	peptide chain release factor	K02839
BRITE	metabolism	Lipopolysaccharide biosynthesis proteins	UDP-D-galactose:(glucosyl)LPS alpha-1,6-D-galactosyltransferase [EC:2.4.1.-]	K02840
Metabolism	Glycan biosynthesis and metabolism	Lipopolysaccharide biosynthesis	UDP-D-galactose:(glucosyl)LPS alpha-1,6-D-galactosyltransferase [EC:2.4.1.-]	K02840
BRITE	metabolism	Lipopolysaccharide biosynthesis proteins	lipopolysaccharide heptosyltransferase I [EC:2.4.99.23]	K02841
Metabolism	Glycan biosynthesis and metabolism	Lipopolysaccharide biosynthesis	lipopolysaccharide heptosyltransferase I [EC:2.4.99.23]	K02841
BRITE	metabolism	Lipopolysaccharide biosynthesis proteins	lipopolysaccharide heptosyltransferase II [EC:2.4.99.24]	K02843
Metabolism	Glycan biosynthesis and metabolism	Lipopolysaccharide biosynthesis	lipopolysaccharide heptosyltransferase II [EC:2.4.99.24]	K02843
BRITE	metabolism	Lipopolysaccharide biosynthesis proteins	UDP-glucose:(heptosyl)LPS alpha-1,3-glucosyltransferase [EC:2.4.1.-]	K02844
Metabolism	Glycan biosynthesis and metabolism	Lipopolysaccharide biosynthesis	UDP-glucose:(heptosyl)LPS alpha-1,3-glucosyltransferase [EC:2.4.1.-]	K02844
Other	metabolism	Enzymes with EC numbers	N-methyl-L-tryptophan oxidase [EC:1.5.3.-]	K02846
BRITE	metabolism	Lipopolysaccharide biosynthesis proteins	O-antigen ligase [EC:2.4.99.26]	K02847
Metabolism	Glycan biosynthesis and metabolism	Lipopolysaccharide biosynthesis	O-antigen ligase [EC:2.4.99.26]	K02847
BRITE	metabolism	Lipopolysaccharide biosynthesis proteins	lipopolysaccharide core heptose(I) kinase [EC:2.7.1.235]	K02848
Metabolism	Glycan biosynthesis and metabolism	Lipopolysaccharide biosynthesis	lipopolysaccharide core heptose(I) kinase [EC:2.7.1.235]	K02848
BRITE	metabolism	Lipopolysaccharide biosynthesis proteins	lipopolysaccharide heptosyltransferase III [EC:2.4.99.25]	K02849
Metabolism	Glycan biosynthesis and metabolism	Lipopolysaccharide biosynthesis	lipopolysaccharide heptosyltransferase III [EC:2.4.99.25]	K02849
BRITE	metabolism	Lipopolysaccharide biosynthesis proteins	heptose II phosphotransferase [EC:2.7.1.-]	K02850
Metabolism	Glycan biosynthesis and metabolism	Lipopolysaccharide biosynthesis	heptose II phosphotransferase [EC:2.7.1.-]	K02850
BRITE	metabolism	Glycosyltransferases; Lipopolysaccharide biosynthesis proteins	UDP-GlcNAc:undecaprenyl-phosphate/decaprenyl-phosphate GlcNAc-1-phosphate transferase [EC:2.7.8.33 2.7.8.35]	K02851
Metabolism	Glycan biosynthesis and metabolism	Arabinogalactan biosynthesis - Mycobacterium; Exopolysaccharide biosynthesis; O-Antigen repeat unit biosynthesis; Teichoic acid biosynthesis	UDP-GlcNAc:undecaprenyl-phosphate/decaprenyl-phosphate GlcNAc-1-phosphate transferase [EC:2.7.8.33 2.7.8.35]	K02851
BRITE	metabolism	Glycosyltransferases	UDP-N-acetyl-D-mannosaminouronate:lipid I N-acetyl-D-mannosaminouronosyltransferase [EC:2.4.1.180]	K02852
Metabolism	Glycan biosynthesis and metabolism	Exopolysaccharide biosynthesis	UDP-N-acetyl-D-mannosaminouronate:lipid I N-acetyl-D-mannosaminouronosyltransferase [EC:2.4.1.180]	K02852
BRITE	metabolism	Lipopolysaccharide biosynthesis proteins	enterobacterial common antigen polymerase [EC:2.4.99.27]	K02853
BRITE	genetic information processing	Transcription factors	AraC family transcriptional regulator, L-rhamnose operon transcriptional activator RhaR	K02854
BRITE	genetic information processing	Transcription factors	AraC family transcriptional regulator, L-rhamnose operon regulatory protein RhaS	K02855
BRITE	signaling and cellular processes	Transporters	L-rhamnose-H+ transport protein	K02856
BRITE	metabolism	Peptidases and inhibitors	rhomboid-related protein 1/2/3 [EC:3.4.21.105]	K02857
Metabolism	Metabolism of cofactors and vitamins	Riboflavin metabolism	3,4-dihydroxy 2-butanone 4-phosphate synthase [EC:4.1.99.12]	K02858
Other	metabolism	Cofactor metabolism	riboflavin biosynthesis RibT protein	K02859
BRITE	genetic information processing	Ribosome biogenesis	16S rRNA processing protein RimM	K02860
Removed Ortholog	NA	NA	putative membrane protein	K02862
BRITE	genetic information processing	Ribosome	large subunit ribosomal protein L1	K02863
Genetic Information Processing	Translation	Ribosome	large subunit ribosomal protein L1	K02863
BRITE	genetic information processing	Ribosome	large subunit ribosomal protein L10	K02864
Genetic Information Processing	Translation	Ribosome	large subunit ribosomal protein L10	K02864
BRITE	genetic information processing	Ribosome	large subunit ribosomal protein L10Ae	K02865
Genetic Information Processing	Translation	Ribosome	large subunit ribosomal protein L10Ae	K02865
Human Diseases	Infectious disease: viral	Coronavirus disease - COVID-19	large subunit ribosomal protein L10Ae	K02865
BRITE	genetic information processing	Ribosome	large subunit ribosomal protein L10e	K02866
Genetic Information Processing	Translation	Ribosome	large subunit ribosomal protein L10e	K02866
Human Diseases	Infectious disease: viral	Coronavirus disease - COVID-19	large subunit ribosomal protein L10e	K02866
BRITE	genetic information processing	Ribosome	large subunit ribosomal protein L11	K02867
Genetic Information Processing	Translation	Ribosome	large subunit ribosomal protein L11	K02867
BRITE	genetic information processing	Ribosome	large subunit ribosomal protein L11e	K02868
Genetic Information Processing	Translation	Ribosome	large subunit ribosomal protein L11e	K02868
Human Diseases	Infectious disease: viral	Coronavirus disease - COVID-19	large subunit ribosomal protein L11e	K02868
BRITE	genetic information processing	Ribosome	large subunit ribosomal protein L12	K02869
Genetic Information Processing	Translation	Ribosome	large subunit ribosomal protein L12	K02869
BRITE	genetic information processing	Ribosome	large subunit ribosomal protein L12e	K02870
Genetic Information Processing	Translation	Ribosome	large subunit ribosomal protein L12e	K02870
Human Diseases	Infectious disease: viral	Coronavirus disease - COVID-19	large subunit ribosomal protein L12e	K02870
BRITE	genetic information processing	Ribosome	large subunit ribosomal protein L13	K02871
Genetic Information Processing	Translation	Ribosome	large subunit ribosomal protein L13	K02871
BRITE	genetic information processing	Ribosome	large subunit ribosomal protein L13Ae	K02872
Genetic Information Processing	Translation	Ribosome	large subunit ribosomal protein L13Ae	K02872
Human Diseases	Infectious disease: viral	Coronavirus disease - COVID-19	large subunit ribosomal protein L13Ae	K02872
BRITE	genetic information processing	Ribosome	large subunit ribosomal protein L13e	K02873
Genetic Information Processing	Translation	Ribosome	large subunit ribosomal protein L13e	K02873
Human Diseases	Infectious disease: viral	Coronavirus disease - COVID-19	large subunit ribosomal protein L13e	K02873
BRITE	genetic information processing	Ribosome	large subunit ribosomal protein L14	K02874
Genetic Information Processing	Translation	Ribosome	large subunit ribosomal protein L14	K02874
BRITE	genetic information processing	Ribosome	large subunit ribosomal protein L14e	K02875
Genetic Information Processing	Translation	Ribosome	large subunit ribosomal protein L14e	K02875
Human Diseases	Infectious disease: viral	Coronavirus disease - COVID-19	large subunit ribosomal protein L14e	K02875
BRITE	genetic information processing	Ribosome	large subunit ribosomal protein L15	K02876
Genetic Information Processing	Translation	Ribosome	large subunit ribosomal protein L15	K02876
BRITE	genetic information processing	Ribosome	large subunit ribosomal protein L15e	K02877
Genetic Information Processing	Translation	Ribosome	large subunit ribosomal protein L15e	K02877
Human Diseases	Infectious disease: viral	Coronavirus disease - COVID-19	large subunit ribosomal protein L15e	K02877
BRITE	genetic information processing	Ribosome	large subunit ribosomal protein L16	K02878
Genetic Information Processing	Translation	Ribosome	large subunit ribosomal protein L16	K02878
BRITE	genetic information processing	Ribosome	large subunit ribosomal protein L17	K02879
Genetic Information Processing	Translation	Ribosome	large subunit ribosomal protein L17	K02879
BRITE	genetic information processing	Ribosome	large subunit ribosomal protein L17e	K02880
Genetic Information Processing	Translation	Ribosome	large subunit ribosomal protein L17e	K02880
Human Diseases	Infectious disease: viral	Coronavirus disease - COVID-19	large subunit ribosomal protein L17e	K02880
BRITE	genetic information processing	Ribosome	large subunit ribosomal protein L18	K02881
Genetic Information Processing	Translation	Ribosome	large subunit ribosomal protein L18	K02881
BRITE	genetic information processing	Ribosome	large subunit ribosomal protein L18Ae	K02882
Genetic Information Processing	Translation	Ribosome	large subunit ribosomal protein L18Ae	K02882
Human Diseases	Infectious disease: viral	Coronavirus disease - COVID-19	large subunit ribosomal protein L18Ae	K02882
BRITE	genetic information processing	Ribosome	large subunit ribosomal protein L18e	K02883
Genetic Information Processing	Translation	Ribosome	large subunit ribosomal protein L18e	K02883
Human Diseases	Infectious disease: viral	Coronavirus disease - COVID-19	large subunit ribosomal protein L18e	K02883
BRITE	genetic information processing	Ribosome	large subunit ribosomal protein L19	K02884
Genetic Information Processing	Translation	Ribosome	large subunit ribosomal protein L19	K02884
BRITE	genetic information processing	Ribosome	large subunit ribosomal protein L19e	K02885
Genetic Information Processing	Translation	Ribosome	large subunit ribosomal protein L19e	K02885
Human Diseases	Infectious disease: viral	Coronavirus disease - COVID-19	large subunit ribosomal protein L19e	K02885
BRITE	genetic information processing	Ribosome	large subunit ribosomal protein L2	K02886
Genetic Information Processing	Translation	Ribosome	large subunit ribosomal protein L2	K02886
BRITE	genetic information processing	Ribosome	large subunit ribosomal protein L20	K02887
Genetic Information Processing	Translation	Ribosome	large subunit ribosomal protein L20	K02887
BRITE	genetic information processing	Ribosome	large subunit ribosomal protein L21	K02888
Genetic Information Processing	Translation	Ribosome	large subunit ribosomal protein L21	K02888
BRITE	genetic information processing	Ribosome	large subunit ribosomal protein L21e	K02889
Genetic Information Processing	Translation	Ribosome	large subunit ribosomal protein L21e	K02889
Human Diseases	Infectious disease: viral	Coronavirus disease - COVID-19	large subunit ribosomal protein L21e	K02889
BRITE	genetic information processing	Ribosome	large subunit ribosomal protein L22	K02890
Genetic Information Processing	Translation	Ribosome	large subunit ribosomal protein L22	K02890
BRITE	genetic information processing	Ribosome	large subunit ribosomal protein L22e	K02891
Genetic Information Processing	Translation	Ribosome	large subunit ribosomal protein L22e	K02891
Human Diseases	Infectious disease: viral	Coronavirus disease - COVID-19	large subunit ribosomal protein L22e	K02891
BRITE	genetic information processing	Ribosome	large subunit ribosomal protein L23	K02892
Genetic Information Processing	Translation	Ribosome	large subunit ribosomal protein L23	K02892
BRITE	genetic information processing	Ribosome	large subunit ribosomal protein L23Ae	K02893
Genetic Information Processing	Translation	Ribosome	large subunit ribosomal protein L23Ae	K02893
Human Diseases	Infectious disease: viral	Coronavirus disease - COVID-19	large subunit ribosomal protein L23Ae	K02893
BRITE	genetic information processing	Ribosome	large subunit ribosomal protein L23e	K02894
